author_name,rating,text
Nicolai Zoffmann,5,"Great place where the stairmasters are replaced with many real stairs to escalate the many floors. The layout is easy to understand. Change rooms are on the bottom floor and then each floor specialises in different types of workouts. Be aware that if you use the stairs to exercise, the top floors are mainly for team exercises and can be clogged from time to time.

Try to avoid peak periods between 07-10 and 16-19 if you wish to you specific tools, machines or spots."
Krisztian Gyepes,4,"Spacious gym with great equipment however, it gets crowded in the afternoon/ early evening. Membership costs around 250 dkk per month and I think it is definitely worth the money!"
Claus Moeller,4,If you get there when it's not busy.  Generally too much noise because doors are not closed and people don't always use headphones
Kim Døfler,5,Great classes and nice new equipment 👌
Jan Ankerstjerne,5,Fitness X is a great place where there is new machines and lots of classes. The price is awesome
Armand Cee,5,"Hi, i want ask is it possible to mount a boxing bag on the gym?"
Atif Haroon,5,The best offers of the town.
PsychoGG,5,"This has become  my second home, always  awesome  people  willing to help    never had a problem  being judge  or something  the gym works and has everything that you need ( i would love to see a traps machine, but that is just a personal preference😁)  Thank you FitnesX for helping me change my life"
Tanya Pavlenko,5,"Signed up about a month ago, good variety of classes at convenient times for those who work as well (morning and evening), plenty of space in classes so rarely see something waitlisted. My Danish is very basic, but instructors are accommodating and I never feel discriminated against. Wish some classes were available at 7 or 8 am instead of 6, but that's a personal preference. Keep up the good work!"
Mateos Lazari,5,"Really cool place with great machines and all kind of weights, the only bad thing about it is many peoples don’t respect the place with leaving tons weights at the machines when they are done of the exercises, many peoples come and stuck on the phone using space for nothing and last and at least people dont respect the hygiene so when you have to go to locker room it smells really bad and toilets/showers are really dirty and sticky, hopefully they are going to make it better in the future."
J,1,"It's unfortunate one cannot give 0 starts to this company, which does not fall short of a scam. The terms and conditions for payment are obscure to say the least, and they have now decided to allow payments only via MobilePay, which clearly shows their reluctancy to admit international clients or even any clients not familiar with app payments. To be avoided by all means."
Emre Duymaz,5,Pretty huge and brand new Gym. So much space for everything you need. It's a great gym for those who want to do more CrossFit style workouts but not pay the high CrossFit fees. The locker rooms are great too. Something that you don't see often. Feels more like a members only Gym
Lewis Atkins,2,"Just a very bad gym. Staff don’t really care, don’t blame them tbh it’s miserable in here. All-in deal is bad value. Lots of equipment but the space is pretty sad and windowless"
Rune Perstrup,1,"An Unhygienic Coronavirus Petri Dish.

I have been working out in several Fitness world centers around Copenhagen, and when it comes to basic matters of hygiene, this center is the worst. I have visited the center a couple of times so what I describe here is not an outlier.

There is an extreme limited number cleaning liquid dispensers - usually 1 or 2 per large room

Nobody cleans their equipment after use. Nor does the staff encourage basic hygienic behavior.

I have not at any point seen any employees go about doing their cleaning routine.

I find this lack of responsibility astounding since we are in the middle of a hotspot in the middle of a pandemic. I have visited other fitness world centers that do take their responsibility seriously."
Mario Piazza,1,"In a huge gym there is only one hair dryer and it’s not working. I asked the staff to fix it one week ago and they told me they will replace it immediately. Today still the same problem and it’s even dangerous as the wire is open. I told the staff guy that I suffered from sinusitis and have to blow my long hair. I even asked him to give me the one in the women’s changing room for few minutes. He said the hair dryer is fixed. When I asked him how is it possible that in such a huge gym there is no other hair dryer, he told me that they didn’t bring the new hair dryer yet and there is no other one. Unacceptable."
Emil Lassen,5,"It's a great gym with basically everything you could want or need, there is access to lockers both in the dressing rooms and when you enter the center. You enter using a card or bracelet, which is great since it's open 24/7. The only bad thing is that some of the members, don't put their plates and dumbbells back where they belong."
Frank Ejby Poulsen,3,"The gym is great, spacious and has everything, and the personel is friendly and helpful.

However, the gym members are often not aware at all of gym etiquette: sharing gym equipment, respecting common spaces to allow other users to access the equipment, or even being just nice and polite. It's happened to me that I asked a user if I could borrow the dumbbells for a quick set after he finished a set, to which he reacted angrily saying that they were his and I had to wait for him to be done. When expressing my surprise and thinking he was rude, he chased me to ask me angrily what he did wrong, he's using them, they're his, what's wrong with that? I tried to explain that I only needed them for one set as he was done with his, while he was resting, since there were no other available. To which he replied that I could go to the other end of the gym to get the same ones, and he does not see why he has to share them with me since he is using them. I trained with other weights, and after I finished my 3 sets, he was still not done with the weights. So, I could have waited a long time for him to be done. That's just one example among many others. Very often people train right in front of the dumbbells rack, admiring themselves in the mirror, hence occupying the whole area in front of the rack and not allowing anyone to pick dumbbells. Once I tried to explain, and just received an angry answer that he moved away so there was space, why am I making a problem? He didn't see any problem. But at this stage, I think it's just a problem of education and behaviour in common spaces, more than a lack of knowledge about gym etiquette.

Moreover, many users do not even respect the gym's clearly specified rules at all: no training with your bag in the gym, no outdoor shoes for training, using disposable shoe covers when entering the gym, or cleaning the equipment after use. Obviously, training during peak hours is a nightmare, and it is best to train when it is less crowded."
