,ID_x,text,annotator,Not Determined,Equipment,Staff,Hygiene,Location,first_11,person,type,rating,first_7,ID_y
336,139,"Keeping an eye on your bills - SATS likes to add extra payments without informing you about it.Your systems are in such a poor condition that they remove campaign benefits. In my case, it gave an extra bill on a month's subscription. Furthermore, they provide in the centers a wrong guide when it comes to setting up payment methods. If you sign up after 14th of the month, you must add payment methods to the center so that they can use the chosen method for the coming month. I was told in the center that I should just have done it before the next 14.Your payment department by phone is fairly cold and indifferent to their centers providing incorrect information upon registration. As well as that their systems impose extra payment without it being written anywhere.All in all this is not a business that I personally would trust. They cheat their customers and disbelieve all responsibility.",3f56b040-testing.csv,-1.0,,,,,keeping an ,Gino,Hold øje med dine regninger fra SATS,1.0,keeping,154.0
337,140,Have of 2 laps experienced that they withdraw money even though I have put my subscriber on hold,3f56b040-testing.csv,-1.0,,,,,have of 2 l,Gino,Har af 2 omgange oplevet at de trækker…,1.0,have of,155.0
338,141,I'm impressed by our bike instructor Per Bille he is superbly skilled and can draw full house.Pump.Dangerous to let a not finished pump instructor teach. It happens on Mondays where non-trained instructor teaches.I get worried.negative due to cleaning and bathing conditions. Unfortunately.,3f56b040-testing.csv,,,0.0,-1.0,,i'm impress,Gino,stærke cykeltimer tirsdag og torsdag :-),2.0,i'm imp,156.0
339,142,"I enjoy being on Pernille's yoga team, just as I enjoy training alone.",3f56b040-testing.csv,,,1.0,,,i enjoy bei,Gino,Jeg nyder at være på Pernilles yogahold…,5.0,i enjoy,157.0
340,149,"Sats westernport Absurd bad service is the first...Absurd Bad service is the first theorem that I choose to start this review withThe evening to Wednesday I'll be met someone who doesn't say hello orler have a good day, she's busy talking to her colleague. seems so bad style and not least incredibly bad service.",3f56b040-testing.csv,,,-1.0,,,sats wester,Gino,Sats vesterport Absurd dårlig service er den første…,1.0,sats we,164.0
341,151,Because of illness I didn't need my membership and was recommended to suspend it for 45kr a month. After 1 month I would then cancel completely and then get to know that I can only by paying a full month regardless I can't make use of it. I have then paid for 2 months plus a month in suspension and I haven't been to the center once!!-----updated 24-8. Sats has after the above contacted me and we have found a solution that satisfies us.,3f56b040-testing.csv,-1.0,,,,,because of ,Gino,Manglende information,1.0,because,166.0
342,155,Be onest a least,3f56b040-testing.csv,-1.0,,,,,be onest a ,Gino,"sender mail med platiniumtilbud,hvor siden der henvises til ikke er aktiv da den restistituerer,spam amil blev det så til",1.0,be ones,170.0
343,158,"It looks worn out. Again machines that are out of service (3 pieces), machines that are rusted and machines that are removed",3f56b040-testing.csv,,-1.0,,,,it looks wo,Gino,Slidt,3.0,it look,173.0
344,159,There's still a lot of treadmills out of service...... get 'em done or get 'em out of the way...,3f56b040-testing.csv,,-1.0,,,,there's sti,Gino,Der er stadig mange løbebånd ude af…,3.0,there's,174.0
345,169,"Generally speaking, SATS Valby is a good place to train. They could invest in a little more weightlifting equipment, but it's a small thing. However, they have massive problems with people who don't clean up after themselves. The place is often one big mess where I have to clean up other people's mess before I can get started with my own training.",3f56b040-testing.csv,1.0,-1.0,,-1.0,,generally s,Gino,Alt i alt et fint center,4.0,general,184.0
346,172,"They closed the steam bath, had bigger construction and still raised the price. And after all, I have to pay an extra month just to quit. Terrible business, unhelpful customer service.",3f56b040-testing.csv,-1.0,,-1.0,,,they closed,Gino,Overfyldte faciliteter og for lidt udstyr,1.0,they cl,187.0
347,173,It is delicious and clean in SATS Birkerød. They have a very good selection of machines,3f56b040-testing.csv,1.0,1.0,,1.0,,it is delic,Gino,Der er lækkert og rent i SATS Birkerød,5.0,it is d,188.0
348,177,Training is good enough! But clearly bad that there is almost no team is more!! TRX away from the Fish Square really bad it was a super team!!! You have to jump around between places it is straining,3f56b040-testing.csv,0.0,,,,,training is,Gino,Træning er god nok,3.0,trainin,192.0
349,183,I have been on teams in Abc and Falkoner since 2004. Can very highly recommend!!!,3f56b040-testing.csv,1.0,,,,,i have been,Gino,Jeg har gået på hold i Abc og Falkoner…,5.0,i have ,198.0
350,187,Solid training with Jacob.We gave it gasCan be recommended,3f56b040-testing.csv,,,1.0,,,solid train,Gino,Solid træning me Jacob.Vi gav den gas,5.0,solid t,202.0
351,188,"Incoming personnel, clean rooms and machines, no mess.",3f56b040-testing.csv,,,1.0,1.0,,incoming pe,Gino,Imødekommende personale,5.0,incomin,203.0
352,189,Again Karen in Herlev is the best and sweetest instructor •,3f56b040-testing.csv,,,1.0,,,again karen,Gino,Igen Karen i Herlev er den bedste og…,5.0,again k,204.0
353,190,"I paid for my membership three days ago and still haven't received a confirmation of registration or activated my membership. This hasn't happened, despite the fact that I was assured that it would be done today when I called in at 08:30.It's already impeccable that you have to wait from payment to the creation of membership, but it gives an even worse experience when you are given a prospect that doesn't happen.",3f56b040-testing.csv,-1.0,,,,,i paid for ,Gino,Jeg betalte for mit medlemsskab for tre…,1.0,i paid ,205.0
354,191,"Nice selection for machinery equipment etc. however, unfortunately too hot, summer as winter. Also poor cleaning by machinery and equipment.",3f56b040-testing.csv,-1.0,1.0,,-1.0,,nice select,Gino,"Fint mht. udstyr, men ...",3.0,nice se,206.0
355,194,"I am pleased with the positive development of team plan in Vallensbæk center. We have got one of the best instructors/hours within Pilates (Zsusanna) and Stram op (Janni). In addition, I am pleased with an energetic Body Jam (Annetta).",3f56b040-testing.csv,,,1.0,,,i am please,Gino,Jeg er glad for den positive udvikling…,5.0,i am pl,209.0
356,196,There could be 1-3 rowing machines underneath. +2-3 hand bike trainers in SATS Valby.,3f56b040-testing.csv,,-1.0,,,,there could,Gino,Der kunne godt være 1-3 romaskiner…,4.0,there c,211.0
357,197,There is a good atmosphere and the teams I go on are super intensive. I feel comfortable when I've trainedRødovre - absolution and bodypump with Grethe Ziegler,3f56b040-testing.csv,,,1.0,,,there is a ,Gino,Der er god stemning og de hold jeg går…,5.0,there i,212.0
358,198,"The indoor climate in SATS valby is so poor that it is tragic.The problem has supposedly been going on for many years.I am incomprehensible that you are content with this obvious problem when you have the country's most expensive subscription prices.The unhealthy indoor climate creates discomfort and great discomfort for the training course, and it can be felt very much by all visitors.Get control of your ventilation system! It is the least you have to offer your members. An indoor climate with heavy, humid air can bother the airways, and it is under all criticism that a fitness centre completely neglects this.",3f56b040-testing.csv,-1.0,,,,,the indoor ,Gino,Indeklimaet i SATS valby er så ringe at…,1.0,the ind,213.0
359,199,"Now this center at Frederiksberg Everyone soon had a sauna theme throughout the center for a month, now get the ventilation system done.",3f56b040-testing.csv,-1.0,,,,,now this ce,Gino,Mangler ventilation...variere end sahara,1.0,now thi,214.0
360,204,"Terrible course with the rate, Sats sends mine to the debt collection even though I have given both my account and short information. Shame you.If I could give 0, then I would have done it.",3f56b040-testing.csv,-1.0,,,,,terrible co,Gino,Forfærdlig forløb hos sats,1.0,terribl,219.0
361,208,Love this gym! Best instructors and facilities. Only FW gym on Funen that has Crossfit classes. Very good and big crossfit area as well,3f56b040-testing.csv,1.0,,,,,love this g,Gino,PureGym Odense,5.0,love th,2.0
362,211,"Good equipment , not a busy location so it’s great. Staff friendly 😊",3f56b040-testing.csv,,1.0,1.0,,1.0,good equipm,Gino,PureGym Odense,5.0,good eq,5.0
363,214,"Friendly staff, good instructors and nice bathing conditions",3f56b040-testing.csv,,,1.0,1.0,,friendly st,Gino,PureGym Odense,4.0,friendl,8.0
364,216,"Ventilation in the summer is terrible, otherwise decent place",3f56b040-testing.csv,0.0,,,,,ventilation,Gino,PureGym Odense,3.0,ventila,10.0
365,219,"Clean, nicely structured, good and well maintained equipment! 2 thumbs up.",3f56b040-testing.csv,,1.0,,1.0,,"clean, nice",Gino,PureGym Odense,4.0,"clean, ",13.0
366,226,"Good gym with a very varied set of available equipment. Prices are cheap and it is open 24/7 with card access. Combined with good cleanliness and friendly staff, it's a good place to get in the daily workout.

Note that unlike most other gyms in the area, this particular Fitness World allows a cheaper membership that is ONLY valid for this one location. If you don't want access to multiple locations, this can yield extra savings.",3f56b040-testing.csv,1.0,1.0,1.0,1.0,,good gym wi,Gino,,,,
367,234,I broke my back,3f56b040-testing.csv,-1.0,,,,,i broke my ,Gino,PureGym Odense,4.0,i broke,28.0
368,240,Gloves for boxing are very bad,3f56b040-testing.csv,,-1.0,,,,gloves for ,Gino,PureGym Odense,1.0,gloves ,34.0
369,249,"Bondovej gym has been my regular and favorite gym for the last 2 years. Primarily because, in my opinion, it is the best pure gym center in this part of Odense🙃

equipment :
there is a lot of different equipment to choose from and it mainly consists of technogym plateloaded and machines as well as cable towers and there is a good mix of new and old, which appeals to me as I am a fan and often like the old equipment best. There is a sea of ​​grips and handles for the back and the same for the tricep and bicep. The only thing missing is a good seated cable row 🤫

Atmosphere/premises:
The center itself is divided into 3 large rooms with lots of space and high ceilings, it gives a nice spacious feeling even when there are many people. The division is great and is set up in a very logical context. The people are super nice and nice and there is really a feeling here that there is room for everyone! 🥰

Service:
The employees are just the nicest people and there is always time and energy for a hello or a little chat 🫠they are good at receiving rice and praise and listening to us users, so a huge pat on the back from here and keep having one of the best gyms in Odense😉",3f56b040-testing.csv,,1.0,1.0,,1.0,bondovej gy,Gino,,,,
