enterprise,author,rating,review,platform
SATS,Kristian,2,"Generelt har jeg altid været glad for de aftaler og forhold har tilbudt ut. Men den måde der nu er blevet lukket for velvære områderne og annullering af aftaler osv føler jeg mig virkelig behandlet dårligt, jeg betalte selv mit under nedlukningen så i kunne overleve og det var over 400 pr md, synes virkelig det er ærgeligt det her. Bh Kristian",Trustpilot
SATS,Peter,1,Tilslutter mig mængden af utilfredse kunder. Melder mig ud idag efter mange års medlemsskab. At i lukker ned for det eneste der gjorde jer attraktive og så endda uden at få lov at slippe for bindingsperiode er under al kritik.,Trustpilot
SATS,Martin L,1,"Er bare endnu en i køen af utilfredse kunder. Først lukker I dampbadet. Jeg skriver en utilfreds mail, og får i et svar at vide at de håber at jeg vil benytte saunaen i stedet for. Så går der en måned, så er det saunaens tur. Det eneste hvor SATS differentierer sig fra de andre centre, det lukkes der ned for… permanent! Jeg var glad for at komme i SATS, men det her er dråben - alle medlemskaber stiger pr 1.januar som følge af hvad ? Håber det kommer til at få konsekvenser for antallet at medlemmer.",Trustpilot
SATS,Riadh Hannachi,3,Det start at være alt for mange mennesker i center efter i har lukket savner i de andre .,Trustpilot
SATS,Rasmus Pedersen ,4,"Synes rigtig godt om centeret, der er lidt mange mennesker tit, men det kan i jo ikke gøre for",Trustpilot
SATS,Thomas Tofte Aagaard,1,"De seneste måneders udvikling har været ret interessant, set ud fra et medlems perspektiv. Hele grundlaget for at mange meldte sig ind er løbende blevet fjernet. Herefter er det blevet suppleret med en prisstigning. Den primære grund til at jeg meldte mig ind, var at jeg gerne ville gå i sauna efter træning. Jeg ved også at I selv er fuldt ud klar over, at sauna og wellness er det som adskiller jer (selvom der står med småt at det ikke er en kerneydelse). Selve træningen kan man jo nemt klare i FW. De har også flere centre og bedre åbningstider. Nu er prisen i Sats steget og alle de gode ting er samtidigt blevet fjernet.Jeg har ikke et problem med at betale mere (også mere end det som I har hævet prisen til - den rette pris, for det rette produkt). Det er dog betinget af at der er noget som giver mening at betale for, hvilket I nu har fjernet. Umiddelbart skriver I at det er jeres plan at tænde for saunaerne igen. I månederne op til at I meldte ud officielt at saunaerne blev slukket, var der dog også flere saunaer som hele tiden gik “i stykker”. Det virker lige lovlig belejligt, at det så efterfølgende meldes ud at de slukkes næsten lige efter. Hvis de åbnes igen, vil de så ikke bare være “i stykker” hele tiden? Derudover så foreslog en tekniker på et tidspunkt at der blot blev boret hul i bunden af grillen, så problemet med vand ikke opstod igen. Der blev der så imidlertid takket nej til fra Sats side, hvordan kan det være?Hvad er planen er egentlig? Introducere nye ting? Kommer sauna overhovedet nogensinde tilbage? Og ikke blot i udvalgte centre - så er sauna ubrugeligt fordi man ender med at stå 25 mennesker i en lille sauna som ikke engang er varm. Sigter I blot efter at Sats skal være et dyrere men langt mindre attraktivt alternativ til FW?",Trustpilot
SATS,Maria,1,"Den prisstigning i varsler nu, er da på ingen måde fair. Først lukker i for saunaen og nu hæver i prisen. Så skriver i at man kan benytte saunaen i en af de 6 centre i har valgt at holde åben, men det kan man jo ligesom ikke når man har et medlemskab hvor man er låst til et stamcenter. I burde faktisk sænke prisen for os, når nu i tilbyder et forringet produkt! Det er for langt ude. Jeg overvejer at melde mig ud!",Trustpilot
SATS,Claus Berthelsen,1,"hvad sker der for sats renoveringen af sats  ro's torv det kan man ikke kalde det med romaskiner der 20+ år gamle...... hvad f..... sker der, svar ud bedes !!!!!",Trustpilot
SATS,Peter Rayhan,1,"Sauna? NejDampbad? NejRengøring? NejVarmt vand? NejVarme? NejVedligeholdt udstyr? NejVedligeholdte lokaler? NejLigebehandling af medlemmer? NejEns pris for alle med samme medlemsskab? NejHamrende koldt? Ja. Alle vegne.Koldt vand? Ja, alle vegne.I stykker udstyr? Ja, alle vegne.Huller i gulvet? Ja, alle vegne.Svamp på gulv og vægge? Ja, alle vegne især hvis man ikke befinder sig i 2100 eller 2900.Forskelsbehandling baseret på race, etnicitet og postnr? I DEN GRAD!!Ændring i vilkår og priser uden varsel? Ja. Jeg har meldt mig ud, men kommer ikke til at betale for januar måned som følge af lukning af sauna uden varsel og mulighed for at melde mig ud som følge af det. Der må gives passende afslag i prisen som kompensation. Ellers må vi lade en dommer se på sagen.",Trustpilot
SATS,Søren olesen,1,"Hvorfor kan man ikke komme i kontakt med jer??Jeres telefon er lukket, jeres chat er lukket og I er langt mere end 5 dage om at besvare. Når I så svarer og man har et modspørgsmål går der fem dage mere.Man begynder og frygte at I er på vej til at lukke ?Ring til mig på 24420807",Trustpilot
SATS,Thomas kaae Olsen,1,"Efter 12 års medlemsskab er det snart slut . Først fjernede i mulighed for at have en ven med til træning . Så fjernede i diamond med en dårlig undskyldning om ingen interesse for det (løgn) Så røg de rabat satser på køb man havde . Herefter lukker saunaer og nu hæver i prisen til det dobbelte af jeres konkurrenter  for at træne i beskidte centret hvor udstyret er ved at falde fra hinanden .Rygterne går på at der i næste uge kommer en mail om at vægtene ikke må bruges mere da det slider på dem …..Kundeservice ? Dem kan man ikke ringe til , og en mail tager en uge at besvare .",Trustpilot
SATS,Airk,1,"Har været medlem siden 2019 og nu er jeg udmeldt. For mig begyndte det at gå væsentligt ned ad bakke for SATS, efter at have oplevet flere centre hvor dampbadene ikke virkede. Jeg spurgte de forskellige medarbejdere de pågældende steder om hvorfor de var lukket, og fik forskellige svar alle stederne. Enten var de ude af drift og der var tilkaldt tekniker eller også blev de ved med at gå i stykker m.m. Nogle steder fandt jeg ud af at det var for at spare, men det måtte de ikke officielt sige. Men de lovede at de nok skulle åbne op igen - det havde hovedkontoret lovet. Så kom meldingen (efter 1-2 måneders frustration) at de nu lukkede ned for alle dampbade for at spare (så de ikke skulle lukke centre) og herefter at sauna også blev lukket (de fleste steder). For mig var det hele grunden til at være i SATS og ikke et andet billigere center. Men det alt afgørende har været at de har løjet for deres kunder og kører en super dårlig stil i forhold til information (eller mangel deraf). Udover det er rengøringen ikke eksisterende og der er simpelthen så klamt. Jeg har nu meldt mig ud som konsekvens, da jeg umuligt kan støtte en virksomhed, der er så ligeglade med deres kerne-kunder.",Trustpilot
SATS,Jesper Krabbe,1,"Hej Sats, nu er grænsen nået. Jeg har været hos jer i 7 år. Gradvist er service og rengøring blevet ringere og ringere. Dampbad og sauna, har de sidste par år været eneste ekstra gode hos jer, der har holdt mig fra at skifte. Nu lukkede i dampbad og derefter sauna, næsten alle steder. Der er nu 5 centre med sauna. Jeg har så benyttet den på Nygårdsvej og har hver eneste af de sidste 4 uger fortalt i receptionen at gulvet sejler i bakterier og næsten halvdelen af bænkene er belagt med et tykt lag grøn alge/skimmel/bakteriesuppe og halvrådne bredder. 4 uger og der er ikke sket en fløjtende fis. Det er sundhedsskadeligt og jeres service og rengøring er lige ud sagt elendigt. I giver ikke jeres receptionister nogen form for handlemuligheder, ud over at skrive til en, antageligt blind og døv centerchef, der tydeligt aldrig har stået på gulvet og undersøgt hvad søren det egenligt er som i sælger og byder kunderne. Jeg kommer til at melde jer til sundhedsmyndighederne, da i åbenbart ikke selv kan tage det mindste ansvar i jeres centre og har afmonteret enhver form for logisk tænkning hos jeres ansatte med en hovedløs og fraværende topstyring. Så snart er der nok desværre kun 4 saunaer i brug. Øv. Men hvis jeg kan redde andre for at blive syge i jeres center, så må det være den vej det går.Som det næste kommer jeg til at melde mig ud, hvilket også hænger sammen med, at på trods af alt bliver ringere, så sætter i prisen på mit logbuy medlemskab op med 17%. Hvorfor betale endnu mere for endnu mindre?Har i regnet på hvad i kunne spare ved at slukke hver tredje spotlampe i stedet for saunaen? Der er næppe nogen der dropper medlemskabet fordi der er lidt mere mørkt, men i kommer uden tvivl til at miste mange medlemmer på slukket dampbad og sauna. Jeg kan desværre konkludere at jeres måde at drive forretning på er lige så elendig som jeres rengøring. De tiltag i gør nu vil ramme jeres toplinje hårdere end de costbesparelser i finder frem. Det kan umuligt blive en profitabel strategi. Hvis i har haft eksterne på til at finde på disse tiltag, så bør i få pengene tilbage.Nye ejere, ny ledelse og en regulær turn-around ligner en nødvendighed.Farvel til de 5383 kr. backlog i havde på mig i 2023. Tænker ikke det var besparelsen på sauna, besparelserne på rengøring og en anmeldelse til myndighederne værd. Farvel",Trustpilot
SATS,Anders L,1,"Så ringe at lukke saunaerne, uden at melde noget som helst ud om det til jeres medlemmer. For efterfølgende at hæve ens pris med 35 %. Der røg jeres edge på Fitness World.",Trustpilot
SATS,Jrjensen J,1,I hæver medlemsgebyr samtidig med i lukker for sauna og dampbad? Er det en joke?,Trustpilot
SATS,Marc,1,Jeg gider ikke en gang bruge tid på at skrive en lang anmeldelse om hvad der ikke fungerer hos SATS. Kan gøre det kort: ALT.I fortjener ikke en gang 1 stjerne. Jeg vil på det kraftigste anbefale alle der overvejer at melde sig ind i SATS til IKKE at gøre det.,Trustpilot
SATS,Mohammad Wash,2,Der var ikke plads nok i centeret. Ingen maskiner ledige men fik løbet/trænet mave og strukket ud i fred så det var ok,Trustpilot
SATS,Peter Funk,5,"Pænt, rent, tilpas med ledige maskiner og venlige drenge i receptionen - det var en god dag i centeret",Trustpilot
SATS,Jesper RVS,2,"Kære bestyrer ved SATS Vesterport,Der er iskoldt i dit center. Dine medlemmer fryser. (Spørg dem.) Dine receptionister står med adskillige lag på kroppen og fryser. (Det siger de selv.)  Inspektion af radiatorerne viser, at samtlige termostater i cardio- og styrkerum er justeret til nul. Nul varme. I midten af december. Spurgt om vi ikke kan tænde for varmen i julemåneden, svarer receptionen: ""Det må vi vende med vores chef."" Ikke lige det svar jeg havde forventet.I dagene efter står termostaterne fortsat på nul. Det kan jeg kun tolke til, at det er et helt bevidst valg fra bestyrers side, at der i en tid med høje elpriser ikke bare skal spares på varmeforbruget, men at der intet forbrug skal være. Det er altså ikke den serviceaftale vi har indgået, SATS. Først lukkede I saunaen, derefter fjernede I varmen. I øvrigt uden nogen form for kompensation eller rimeligt varsel. Hvad bliver det næste?",Trustpilot
SATS,Christina Koefoed,2,Som medlem af sats igennem 10 år har jeg altid været en loyal og tilfreds kunde/medlem .  Men kære sats selvom der er en nuværende energi krise er det er slet ikke ok og nu hvor vi har en iskold vinter  at i  har valgt at der ingen varme skal være i vores omklædningsrum så gulvet er isnende koldt at gå på  lige til en lungebetændelse og i yderligere har valgt at forskel behandle jeres sats medlemmer ved at lukke for saunaen i udvalgte lokale sats center og samtidig med at i kræver det samme i medlemskab gebyr uanset om der kan benyttes sauna eller ej . Vi er mange der er utilfreds med jeres valg i jeres behændig i at sparre .  En klage er indsendt ..,Trustpilot
SATS,Benjamin,1,"Det er virkelig gået ned af bakke for Sats.Først lukkede de deres sauna og dampbad, hvilke er den eneste forskel i mellem Sats og Fitness World i min optik, jeg kan ikke længere se pointen i at betale den del extra.Senest i dag stod jeg foran min lokale center kl. 06:00 og ventede indtil 06:30 før jeg tog hjem da der ingen kom og åbnede centeret.Måske er det en fordel at Fitness World ikke er bemandet og at deres centre åbner automatisk",Trustpilot
SATS,Husain,1,Farvel Sats! I forbindelse med alle jeres besparelse med  bla. lukning af saunaer osv. så afmelder jeg hermed af Sats i protest.,Trustpilot
SATS,Jonas,1,"Reklamere med at træn resten af måneden gratis uden binding, men så binder man sig så bare til at betale for hele januar. Scam virksomhed",Trustpilot
SATS,Pia Spuur,4,"Lyngby - kanalvej; super god service, rent, og masser af grej. Lidt for koldt vand i bruseren - og jeg savner saunaen.",Trustpilot
SATS,Kunde,3,"Desværre er Sats faldet af på service, maskiner og gode hold. Der afskaffes gode Les Mills hold som eksempelvis CXworks og man afskeder de gode og vellidte instruktører (men påskud om der ikke kommer nok medlemmer på holdet - Rødovre). Centrene er beskidte og ikke velholdte længere. Det var engang rigtig godt - men pris, service og gode hold er ikke længere sammenhængende. Trist.",Trustpilot
SATS,Carl J Gaunitz,5,"Jeg blev virkelig overrasket over hvor godt det var at bruge en ""personlig træner"", Det havde jeg oprindelig ikke tænkt at jeg havde brug for, men jeg er glad for at jeg benyttede mig af det tilbud. Bliver også godt modtaget hver gang jeg tjekker ind, men det er ærgerligt at saunaen er lukket for tiden. Den ville jeg ellers gerne have brugt,,,",Trustpilot
SATS,Laust,1,"Vanvittig elendig kundeservice...Sats har trukket dobbelt så meget som de burde. Jeg har opstartet et ''studieabonnement'' men betaler dobbelt så meget som de lovede mig i kampagnen. Jeg har flere gange forsøgt at komme i kontakt med SATS, men det er komplet umuligt at komme i kontakt med deres kundeservice, selvom de kun varsler 10 dages svartid på deres e-mail.Fuldstændig vanvid at have så elendig kundeservice i 2022.",Trustpilot
